Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,City,State,Country
Queen Street Apartments,Entire apartment,Enniskillen,9.1,Superb,2,286,0,54.3448538,-7.6389365,,Tuaisceart Éireann / Northern Ireland,United Kingdom
The Mindrum - Properties Unique,Entire apartment,North Shields,9.0,Superb,2,186,266,55.0087655,-1.4471035,North Tyneside,England,United Kingdom
"SPACIOUS, BRIGHT & Modern 1 & 2 bed Apartments at Sligo House - CENTRAL Watford",Entire apartment,Watford,7.8,Good,3,339,0,51.6553875,-0.3957425,,England,United Kingdom
Hertford Serviced Apartments by Payman Club,Entire apartment,Hertford,7.7,Good,4,339,423,36.3560545,-77.0115135,,North Carolina,United States
"The Cheese House, Gileston Manor",Entire apartment,Gileston,9.1,Superb,2,835,0,51.39385835,-3.4111936126252003,,Cymru / Wales,United Kingdom
Urban Living's ~ King Edward Luxury Apartments in the heart of Windsor,Entire apartment,Windsor,9.4,Superb,3,626,0,51.483757749999995,-0.6040964041849046,,England,United Kingdom
The Beach House & Porth Sands Apartments,Entire apartment,Newquay,8.8,Fabulous,3,330,0,50.4134414,-5.0848836,,England,United Kingdom
"The Art Loft, Crieff: Town Centre Apartment",Entire apartment,Crieff,9.3,Superb,1,291,0,56.372717,-3.8397453,,Alba / Scotland,United Kingdom
Host & Stay - Prospect Hill Apartments,Entire apartment,Whitby,9.0,Superb,2,334,0,54.4874141,-0.6155111,,England,United Kingdom
GreenStar Apartments,Entire apartment,Dundee,8.3,Very good,4,303,0,56.4605938,-2.97019,Dundee,Alba / Scotland,United Kingdom
Dunlap Apartments,Entire apartment,Strabane,9.3,Superb,3,307,0,54.826115,-7.4627993,,Tuaisceart Éireann / Northern Ireland,United Kingdom
"Argyll Apartments - Argyll Square, Oban",Entire apartment,Oban,8.4,Very good,2,303,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
"Columbine, Thetford, 2BR House",Entire holiday home,Thetford,8.8,Fabulous,3,191,0,52.4156001,0.748712,Breckland,England,United Kingdom
Fantastic Hampton Centre Stay,Entire holiday home,Peterborough,7.6,Good,4,197,0,52.5725769,-0.2427336,Peterborough,England,United Kingdom
Host & Stay - The Surfer's Loft Apartment,Entire apartment,Saltburn-by-the-Sea,8.5,Very good,2,198,0,54.5846769,-0.9740921,,England,United Kingdom
Host & Stay - Roselyn,Entire holiday home,Newbiggin-by-the-Sea,9.0,Superb,3,243,0,55.1853665,-1.5109345,,England,United Kingdom
Harcourt Place,Entire apartment,"Scarborough City Centre, Scarborough",9.1,Superb,3,417,0,43.7743918,-79.2580418,Toronto,Ontario,Canada
Parc y Bryn Serviced Apartments,Entire apartment,Aberystwyth,8.9,Fabulous,2,277,346,52.4143113,-4.0816846,,Cymru / Wales,United Kingdom
Zenith Abode City Centre Apartment,Entire apartment,"Digbeth, Birmingham",7.8,Good,2,470,0,52.4758542,-1.8854604,Birmingham,England,United Kingdom
Cardross Holiday Cottages,Entire holiday home,Arnprior,8.9,Fabulous,3,323,0,45.433515,-76.3543692,,Ontario,Canada
AVO Kelham Apartments,Entire apartment,Sheffield,7.7,Good,2,462,0,53.3806626,-1.4702278,Sheffield,England,United Kingdom
Kennedy House,Entire apartment,"Blackpool Centre, Blackpool",8.4,Very good,3,208,0,53.79976295,-3.042623393215248,,England,United Kingdom
"Argyll Apartments - George Street, Oban",Entire apartment,Oban,8.2,Very good,2,318,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
"THE BROCH, Ground Floor City Centre Apartment, sleeps 6",Entire apartment,Perth,9.2,Superb,4,368,0,-31.9558964,115.8605801,Perth,Western Australia,Australia
Host & Stay - Kingfisher Lodge,Entire holiday home,Felton,8.0,Very good,4,303,0,47.0785258,-96.5063642,,Minnesota,United States
Stylish 2 bed apartment next to the Norfolk Broads,Entire apartment,Coltishall,9.3,Superb,2,300,0,52.7362481,1.3672097048844254,Broadland,England,United Kingdom
"2 Bedroom Apartment Chapel Riverside at Goshen Property Serviced Accommodation Southampton, Free WiFi & Parking",Entire apartment,"Southampton City Centre, Southampton",8.9,Fabulous,2,312,0,50.90804385,-1.4064830904331815,Southampton,England,United Kingdom
Holiday Chalet 111,Entire chalet,Skegness,8.4,Very good,1,161,0,53.1437506,0.3428958,East Lindsey,England,United Kingdom
Rana Court Apts 1 & 2 Bed Apts close to Hospitals Business & Science Parks,Entire apartment,Oxford,7.6,Good,4,341,0,51.7520131,-1.2578499,Oxford,England,United Kingdom
Host & Stay - The Arches Cottage,Entire holiday home,Brotton,8.3,Very good,3,272,0,54.5689495,-0.9364969,,England,United Kingdom
Tylney Hall Hotel,2 private suite,Hook,8.2,Very good,2,2173,0,51.286321099999995,-0.9517457693027948,Hart,England,United Kingdom
Paul's Place near Heathrow,Entire apartment,London,8.8,Fabulous,2,377,0,51.5073219,-0.1276474,City of Westminster,England,United Kingdom
Luxe Airport - Free Parking,Entire apartment,Stanwell,7.9,Good,4,398,576,51.4544049,-0.4778216,Spelthorne,England,United Kingdom
Black Sheep Hotels Cabins,Entire apartment,Spean Bridge,9.3,Superb,4,765,1093,56.8920582,-4.9215585,,Alba / Scotland,United Kingdom
Spring Gardens Holiday Bungalow,Entire holiday home,Cayton,8.8,Fabulous,2,343,429,54.2352081,-0.3837639,,England,United Kingdom
The Old Mill Barn,Entire holiday home,Wirral,7.5,Good,3,526,657,53.3409714,-3.0500916,,England,United Kingdom
Penzer Cottage,Entire holiday home,Penzance,8.3,Very good,3,191,0,50.1194794,-5.5352463,,England,United Kingdom
Host & Stay - Turnstones Apartment,Entire apartment,Whitby,9.3,Superb,2,358,0,54.4874141,-0.6155111,,England,United Kingdom
Abodebed Oval View Apartments,Entire apartment,Hemel Hempstead,9.0,Superb,3,439,0,51.7511784,-0.472528,Dacorum,England,United Kingdom
"2BR Cotswold Characterful Victorian Flat in Cheltenham Sleeps 6 - FREE Parking, Private Courtyard, Mature Garden Access, A walk away to local shops and Montpellier",Entire apartment,Cheltenham,9.7,Exceptional,3,382,0,51.8995685,-2.0711559,,England,United Kingdom
Streams of Joy By Jesouth,Entire holiday home,Hull,8.5,Very good,4,200,0,53.7435722,-0.3394758,Hull,England,United Kingdom
Urban Chic - Bond Street,Entire apartment,"Westminster Borough, London",7.8,Good,3,1766,0,51.51419575,-0.11347677488453559,London,England,United Kingdom
The Loft Midhurst,Entire apartment,Midhurst,9.5,Exceptional,2,340,0,50.985523,-0.7399644,Chichester,England,United Kingdom
Austin David Executive ExCeL,Entire apartment,"Newham, London",7.8,Good,2,1185,0,51.5300157,0.029309078788513746,London,England,United Kingdom
Home with a view,Entire apartment,Moffat,9.2,Superb,3,370,0,40.6083135,-108.252345,,Colorado,United States
KVM - Jubilee Mansions Apartment by KVM Serviced Accommodation,Entire apartment,Peterborough,9.2,Superb,3,417,0,52.5725769,-0.2427336,Peterborough,England,United Kingdom
'Lyndale' Self Catering apartment sleeps 4,Entire apartment,Windermere,9.3,Superb,3,405,0,54.3794828,-2.9061994,South Lakeland,England,United Kingdom
Lakeside Cotswold Holiday Home,Entire chalet,Cirencester,8.5,Very good,4,329,0,51.7171029,-1.9661616,Cotswold,England,United Kingdom
City Centre Quiet Home - Close to Marina / Arena,Entire holiday home,Swansea,9.6,Exceptional,3,367,0,51.6195955,-3.9459248,Swansea,Cymru / Wales,United Kingdom
Host & Stay - The Avenue Victoria Apartment,Entire apartment,Scarborough,8.9,Fabulous,3,226,0,54.2820009,-0.4011868,,England,United Kingdom
Central Belfast Apartments: University Street,Entire apartment,"Queens Quarter, Belfast",8.9,Fabulous,2,477,0,54.5859027,-5.931890369967055,Belfast,Tuaisceart Éireann / Northern Ireland,United Kingdom
Host & Stay - 57 Woodland View,Entire holiday home,Holmfirth,8.0,Very good,2,226,0,53.5703517,-1.7870301,Kirklees,England,United Kingdom
Host & Stay - The Old Sweet Shop Apartment,Entire apartment,Whitby,8.8,Fabulous,2,226,0,54.4874141,-0.6155111,,England,United Kingdom
Bright Executive Apartment with Views of Solent,Entire apartment,Ryde,7.9,Good,3,304,358,50.7299865,-1.1603699,,England,United Kingdom
Teesdale Rooms,Entire apartment,Whitby,9.3,Superb,4,394,0,54.4874141,-0.6155111,,England,United Kingdom
LAVENDER COTTAGE,Entire apartment,Whitby,8.8,Fabulous,4,294,346,54.4874141,-0.6155111,,England,United Kingdom
Snowdon Snug,Entire holiday home,Llanberis,8.7,Fabulous,3,370,0,53.1212762,-4.1277481,,Cymru / Wales,United Kingdom
The Cottage Llyn Peninsula,Entire holiday home,Nefyn,9.3,Superb,2,688,0,52.9356211,-4.5191695,,Cymru / Wales,United Kingdom
One Oban,Entire apartment,Oban,8.0,Very good,2,280,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
Orange Apartments - Kepplestone,Entire apartment,Aberdeen,8.3,Very good,2,304,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
Druridge - Properties Unique,Entire apartment,North Shields,8.3,Very good,2,186,266,55.0087655,-1.4471035,North Tyneside,England,United Kingdom
Carvetii - Walter House - First floor flat sleeps 6,Entire apartment,Leslie,9.3,Superb,3,339,0,37.082981,-83.3750732,,Kentucky,United States
Appley Lodge Glan Gwna,Entire apartment,Caernarfon,9.2,Superb,3,262,0,53.1394364,-4.2769751,,Cymru / Wales,United Kingdom
Host & Stay - Seaside Apartments,Entire apartment,Saltburn-by-the-Sea,8.7,Fabulous,2,212,0,54.5846769,-0.9740921,,England,United Kingdom
Cosy Castlerock Beside Beach Golf Course and Pub,Entire apartment,Castlerock,9.3,Superb,3,274,0,55.16482,-6.7884142,,Tuaisceart Éireann / Northern Ireland,United Kingdom
"The Bay house Apartments , shanklin",Entire apartment,Shanklin,9.7,Exceptional,2,515,0,50.6288132,-1.1779031,,England,United Kingdom
Host & Stay - Montague Apartments,Entire apartment,Whitley Bay,8.0,Very good,3,242,0,55.0422091,-1.4454353,North Tyneside,England,United Kingdom
Sea Views Stunning 2 Bedroom Apartment #,Entire apartment,Lowestoft,9.1,Superb,2,207,0,52.4766308,1.7537638,East Suffolk,England,United Kingdom
2 bed Chic Apartment in Glasgow City Centre,Entire apartment,"Glasgow City Centre, Glasgow",8.7,Fabulous,2,630,0,55.864314,-4.2660706,Glasgow,Alba / Scotland,United Kingdom
Rose Cottage Kettleburgh,Entire holiday home,Kettleburgh,9.3,Superb,3,200,0,52.1927335,1.3131639,East Suffolk,England,United Kingdom
Host & Stay - The Lealholm at Brunswick Holiday Apartments,Entire apartment,Whitby,9.0,Superb,3,257,0,54.4874141,-0.6155111,,England,United Kingdom
"Happy Seaside Days in Combe Martin, Devon",Entire apartment,Combe Martin,9.6,Exceptional,5,499,0,51.203165049999996,-4.006006739519693,North Devon,England,United Kingdom
Court House Apartment,Entire apartment,Cheltenham,9.6,Exceptional,2,462,0,51.8995685,-2.0711559,,England,United Kingdom
71 Travis street Burnley,Entire apartment,Burnley,7.0,Good,5,238,0,53.7907262,-2.2439196,,England,United Kingdom
Granada Apartments Queen's Promenade,Entire apartment,Blackpool,9.2,Superb,7,292,0,53.8179442,-3.0509812,,England,United Kingdom
"Cosy Bake Cottage, Great Location in Looe, Cornwall",Entire holiday home,Looe,9.1,Superb,2,310,0,50.3511715,-4.4542496,,England,United Kingdom
The Surveyor's House Tetbury,Entire holiday home,Tetbury,8.9,Fabulous,4,525,0,51.639272,-2.1594783,Cotswold,England,United Kingdom
Hinton House,Entire apartment,Liverpool,8.1,Very good,1,286,0,53.4071991,-2.99168,Liverpool,England,United Kingdom
smuglers rest,Entire holiday home,Bideford,8.3,Very good,3,334,0,51.0181448,-4.2064223,Torridge,England,United Kingdom
Ballycastle Holiday Home,Entire holiday home,Ballycastle,8.9,Fabulous,2,250,0,55.2006882,-6.250282,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Park View,Entire holiday home,Elgin,9.2,Superb,4,238,0,42.03726,-88.2810994,Elgin,Illinois,United States
Home with a view,Entire apartment,Moffat,9.2,Superb,3,0,0,40.6083135,-108.252345,,Colorado,United States
KVM - Jubilee Mansions Apartment by KVM Serviced Accommodation,Entire apartment,Peterborough,9.2,Superb,3,0,0,52.5725769,-0.2427336,Peterborough,England,United Kingdom
'Lyndale' Self Catering apartment sleeps 4,Entire apartment,Windermere,9.3,Superb,3,0,0,54.3794828,-2.9061994,South Lakeland,England,United Kingdom
Lakeside Cotswold Holiday Home,Entire chalet,Cirencester,8.5,Very good,3,0,0,51.7171029,-1.9661616,Cotswold,England,United Kingdom
City Centre Quiet Home - Close to Marina / Arena,Entire holiday home,Swansea,9.6,Exceptional,3,0,0,51.6195955,-3.9459248,Swansea,Cymru / Wales,United Kingdom
Host & Stay - The Avenue Victoria Apartment,Entire apartment,Scarborough,8.9,Fabulous,3,0,0,54.2820009,-0.4011868,,England,United Kingdom
Central Belfast Apartments: University Street,Entire apartment,"Queens Quarter, Belfast",8.9,Fabulous,2,0,0,54.5859027,-5.931890369967055,Belfast,Tuaisceart Éireann / Northern Ireland,United Kingdom
Host & Stay - 57 Woodland View,Entire holiday home,Holmfirth,8.0,Very good,2,0,0,53.5703517,-1.7870301,Kirklees,England,United Kingdom
Host & Stay - The Old Sweet Shop Apartment,Entire apartment,Whitby,8.8,Fabulous,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Bright Executive Apartment with Views of Solent,Entire apartment,Ryde,7.9,Good,3,0,0,50.7299865,-1.1603699,,England,United Kingdom
Teesdale Rooms,Entire apartment,Whitby,9.3,Superb,4,0,0,54.4874141,-0.6155111,,England,United Kingdom
LAVENDER COTTAGE,Entire apartment,Whitby,8.8,Fabulous,4,0,0,54.4874141,-0.6155111,,England,United Kingdom
Snowdon Snug,Entire holiday home,Llanberis,8.7,Fabulous,3,0,0,53.1212762,-4.1277481,,Cymru / Wales,United Kingdom
Gunwharf Quays Harbour Apartments,Entire apartment,Portsmouth,9.5,Exceptional,2,0,0,50.8036831,-1.075614,Portsmouth,England,United Kingdom
The Cottage Llyn Peninsula,Entire holiday home,Nefyn,9.3,Superb,2,0,0,52.9356211,-4.5191695,,Cymru / Wales,United Kingdom
One Oban,Entire apartment,Oban,8.0,Very good,2,0,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
Orange Apartments - Kepplestone,Entire apartment,Aberdeen,8.3,Very good,2,0,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
Seacot Cottage in the heart of the Highlands,Entire holiday home,South Kessock,9.2,Superb,1,0,0,57.4914043,-4.2417674,Inverness,Alba / Scotland,United Kingdom
Druridge - Properties Unique,Entire apartment,North Shields,8.3,Very good,2,0,0,55.0087655,-1.4471035,North Tyneside,England,United Kingdom
Carvetii - Walter House - First floor flat sleeps 6,Entire apartment,Leslie,9.3,Superb,3,0,0,37.082981,-83.3750732,,Kentucky,United States
Appley Lodge Glan Gwna,Entire apartment,Caernarfon,9.2,Superb,3,0,0,53.1394364,-4.2769751,,Cymru / Wales,United Kingdom
Host & Stay - Seaside Apartments,Entire apartment,Saltburn-by-the-Sea,8.7,Fabulous,2,0,0,54.5846769,-0.9740921,,England,United Kingdom
Cosy Castlerock Beside Beach Golf Course and Pub,Entire apartment,Castlerock,9.3,Superb,3,0,0,55.16482,-6.7884142,,Tuaisceart Éireann / Northern Ireland,United Kingdom
"The Bay house Apartments , shanklin",Entire apartment,Shanklin,9.7,Exceptional,2,0,0,50.6288132,-1.1779031,,England,United Kingdom
Host & Stay - Montague Apartments,Entire apartment,Whitley Bay,8.0,Very good,3,0,0,55.0422091,-1.4454353,North Tyneside,England,United Kingdom
71 Travis street Burnley,Entire apartment,Burnley,7.0,Good,5,223,238,53.7907262,-2.2439196,,England,United Kingdom
"Cosy Bake Cottage, Great Location in Looe, Cornwall",Entire holiday home,Looe,9.1,Superb,2,290,310,50.3511715,-4.4542496,,England,United Kingdom
Host & Stay - The Holt Apartment,Entire apartment,Whitby,8.4,Very good,2,226,0,54.4874141,-0.6155111,,England,United Kingdom
The Surveyor's House Tetbury,Entire holiday home,Tetbury,8.9,Fabulous,4,491,525,51.639272,-2.1594783,Cotswold,England,United Kingdom
Hinton House,Entire apartment,Liverpool,8.1,Very good,1,267,286,53.4071991,-2.99168,Liverpool,England,United Kingdom
Ballycastle Holiday Home,Entire holiday home,Ballycastle,8.9,Fabulous,2,234,250,55.2006882,-6.250282,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Park View,Entire holiday home,Elgin,9.2,Superb,4,223,238,42.03726,-88.2810994,Elgin,Illinois,United States
Nydsley Hall by Maison Parfaite - 4 Luxury Apartments - 2 with Hot Tubs,Entire apartment,Pateley Bridge,9.2,Superb,2,662,708,54.0870914,-1.7596404,,England,United Kingdom
"Ingledale Apartment, Ingleton, Yorkshire Dales National Park, Near The Lake District",Entire apartment,Ingleton ,9.3,Superb,3,334,358,54.19010405,-2.401261009597988,Craven,England,United Kingdom
Pepperpot Cottage,Entire holiday home,Whitstable,9.5,Exceptional,3,371,397,51.3606286,1.0240626,Canterbury,England,United Kingdom
Apartments at the Port,Entire apartment,Portrush,9.7,Exceptional,4,343,367,55.2060325,-6.6540486,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Host & Stay - Easter Cottage,Entire holiday home,Whitby,8.5,Very good,2,243,0,54.4874141,-0.6155111,,England,United Kingdom
Barn Cottage,Entire holiday home,Brecon,9.3,Superb,3,272,291,51.9472048,-3.391696,,Cymru / Wales,United Kingdom
Beautiful Countryside cottage on the North Wales Coast,Entire holiday home,Abergele,9.8,Exceptional,3,263,281,53.2840692,-3.5810655,,Cymru / Wales,United Kingdom
Spacious Shude Hill Apartment With Balcony,Entire apartment,"Manchester City Centre, Manchester",8.6,Fabulous,6,1128,0,53.484131,-2.2380465,Manchester,England,United Kingdom
Host & Stay - Welton View,Entire holiday home,Whitby,8.5,Very good,2,257,0,54.4874141,-0.6155111,,England,United Kingdom
Host & Stay - Number 2 at Pannett Apartments,Entire apartment,Whitby,9.0,Superb,3,257,0,54.4874141,-0.6155111,,England,United Kingdom
"ST IVES- A SUPER STYLISH PRIVATE APARTMENT - King Ensuite Bedroom, Family Bathroom, Double Bunk Cabin Room & Double Sofabed Lounge Kitchen Diner - ABOVE PORTHMINSTER BEACH",Entire apartment,St Ives,8.9,Fabulous,3,407,435,50.2149064,-5.4795083,,England,United Kingdom
Pass the Keys Charming Victorian Two Bedroom Townhouse,Entire holiday home,Shrewsbury,8.3,Very good,2,260,278,52.707755,-2.7540658,,England,United Kingdom
Host & Stay - Bellevue Apartments,Entire apartment,Redcar,9.5,Exceptional,2,212,0,54.6179021,-1.0687914,,England,United Kingdom
Alder River Lodge Clun Valley Luxury Hot Tub Break,Entire apartment,Craven Arms,9.5,Exceptional,3,622,665,52.439652,-2.8356405,,England,United Kingdom
"Oliverball Serviced Apartments - Flat D - Modern, top floor, 2 bedroom, 2 bathroom apartment in Central Southsea",Entire apartment,Portsmouth,9.2,Superb,3,254,299,50.8036831,-1.075614,Portsmouth,England,United Kingdom
Broad Gauge Apartments,Entire apartment,Wolverhampton,8.8,Fabulous,2,281,300,52.5847651,-2.127567,Wolverhampton,England,United Kingdom
2 Bedroom Apartment Close to Beach & Town Centre,Entire apartment,Southend-on-Sea,9.0,Superb,4,312,334,51.5388241,0.7128137,Southend-on-Sea,England,United Kingdom
Bexhill Sea View Flat 3,Entire apartment,Bexhill,8.9,Fabulous,3,502,537,50.8424384,0.4675723,Rother,England,United Kingdom
"The Cwtch, Log Fire, Sleeps 5, Nr Zip World Tower & bike Park Wales",Entire holiday home,Aberdare,9.1,Superb,3,307,328,51.713353,-3.445555,,Cymru / Wales,United Kingdom
King Street Penthouse - 2 Bed,Entire apartment,Great Yarmouth,8.8,Fabulous,3,152,163,52.6071742,1.7314845,,England,United Kingdom
Eastend Apartments,Entire apartment,"Newham, London",9.0,Superb,1,520,556,51.5300157,0.029309078788513746,London,England,United Kingdom
Anchor Cottage,Entire holiday home,East Cowes,8.9,Fabulous,2,485,519,50.7594841,-1.2852106,,England,United Kingdom
Coombe Cottage,Entire holiday home,Honiton,9.3,Superb,2,413,441,50.7981119,-3.1924599,East Devon,England,United Kingdom
The Old Brewery House - By My Getaways - Free Parking,Entire holiday home,"Kemptown, Brighton & Hove",8.1,Very good,5,281,430,50.8192795,-0.1231562,Brighton,England,United Kingdom
"Blenheim, Padstow",Entire holiday home,Padstow,9.1,Superb,4,419,561,50.5403819,-4.9369874,,England,United Kingdom
Host & Stay - Surf & Sand,Entire apartment,Whitby,9.1,Superb,2,394,0,54.4874141,-0.6155111,,England,United Kingdom
Bexhill Luxury Sea Stay Flat 2,Entire apartment,Bexhill,9.8,Exceptional,3,362,388,50.8424384,0.4675723,Rother,England,United Kingdom
Utopia#2 Luxury City Centre Apartment by MGroupSA,Entire apartment,Swansea,9.0,Superb,2,462,494,51.6195955,-3.9459248,Swansea,Cymru / Wales,United Kingdom
Westend Holiday Let 3,Entire holiday home,Brecon,9.2,Superb,3,288,308,51.9472048,-3.391696,,Cymru / Wales,United Kingdom
Relaxing and Quiet Holiday Cabin Sleeps 4,Entire chalet,Northampton,9.5,Exceptional,3,246,263,52.23433665,-0.9028072768185829,,England,United Kingdom
Bambu Cottage,Entire holiday home,Newquay,9.3,Superb,2,427,537,50.4134414,-5.0848836,,England,United Kingdom
Dean House - Perfect place for business or leisure travelling,Entire holiday home,Doncaster,9.5,Exceptional,4,245,262,53.5227681,-1.1335312,Doncaster,England,United Kingdom
Gorgeview Cottage,Entire holiday home,Ironbridge,9.1,Superb,4,379,405,52.6281252,-2.4822409,,England,United Kingdom
Woodgrange,Entire apartment,Southend-on-Sea,9.2,Superb,4,312,334,51.5388241,0.7128137,Southend-on-Sea,England,United Kingdom
"Charming 2 bed house, great location, dog friendly",Entire holiday home,Ilfracombe,7.3,Good,2,163,183,51.2076674,-4.1254662,North Devon,England,United Kingdom
"Strawberry Line, Flat 1",Entire apartment,Wells,8.5,Very good,3,341,429,40.7013353,-85.2116102,,Indiana,United States
Roman bank apartment with Spa bath and Mermaid's teepee,Entire apartment,Skegness,8.4,Very good,5,152,163,53.1437506,0.3428958,East Lindsey,England,United Kingdom
Richmere Court,Entire apartment,Wolverhampton,9.0,Superb,3,348,372,52.5847651,-2.127567,Wolverhampton,England,United Kingdom
Mill Cottage,Entire holiday home,Paignton,8.8,Fabulous,3,224,240,50.4377018,-3.5632704,,England,United Kingdom
Lilly Pad,Entire holiday home,South Cerney,9.0,Superb,3,0,0,51.67290145,-1.9207082934090784,Cotswold,England,United Kingdom
Little Haven,Entire holiday home,Seahouses,9.5,Exceptional,4,0,0,55.5817163,-1.6536511,,England,United Kingdom
"Swan View, Oulton Broad",Entire apartment,Lowestoft,9.4,Superb,2,0,0,52.4766308,1.7537638,East Suffolk,England,United Kingdom
No. 41 Town House,Entire holiday home,"Inverness City Centre, Inverness",9.7,Exceptional,2,0,0,57.4797553,-4.223209,Inverness,Alba / Scotland,United Kingdom
Warriston Apartment at Holm Park,Entire apartment,Moffat,9.7,Exceptional,3,0,0,40.6083135,-108.252345,,Colorado,United States
Wood Place,Entire holiday home,Diss,8.2,Very good,4,0,0,52.3769148,1.1088804,,England,United Kingdom
Brambles Cottage,Entire holiday home,Boyton,9.7,Exceptional,3,0,0,50.71396865,-4.399674868142044,,England,United Kingdom
Sunnybank Cottage,Entire holiday home,Ulverston,8.6,Fabulous,2,0,0,54.190426,-3.083899732497249,South Lakeland,England,United Kingdom
Urban Heights - By My Getaways,Entire apartment,"Kemptown, Brighton & Hove",8.1,Very good,5,0,0,50.8192795,-0.1231562,Brighton,England,United Kingdom
Host & Stay - Spyglass 1708,Entire apartment,Whitby,8.7,Fabulous,3,0,0,54.4874141,-0.6155111,,England,United Kingdom
"Host & Stay - Priory Yard, Barnard Castle",Entire holiday home,Barnard Castle,9.0,Superb,2,0,0,54.54310225,-1.918158118319142,,England,United Kingdom
Apartment at 5 Victoria Parade,Entire apartment,Ramsgate,7.8,Good,2,0,0,51.3334726,1.4196476,Thanet,England,United Kingdom
"2 Bedrooms Modern Central London Apartment, Full Kitchen, 5 minutes Tube Station",Entire apartment,"Tower Hamlets, London",8.2,Very good,7,0,0,51.5057967,-0.0705771,London,England,United Kingdom
Owl Barn,Entire holiday home,Llandovery,9.2,Superb,3,0,0,51.9954586,-3.7977071,,Cymru / Wales,United Kingdom
Fishermans,Entire holiday home,Inverness,9.9,Exceptional,3,0,0,57.4790124,-4.225739,Inverness,Alba / Scotland,United Kingdom
Host & Stay - Spring Cottage,Entire holiday home,Whitby,8.6,Fabulous,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Carnarvon Street City Centre Apartment,Entire apartment,"North West, Glasgow",7.8,Good,3,0,0,55.8492356,-3.9612648,,Alba / Scotland,United Kingdom
The Dreel Loft,Entire holiday home,Anstruther,9.3,Superb,3,0,0,56.2227638,-2.7005643,,Alba / Scotland,United Kingdom
"OrangeApartments Riverside Drive,5 Minutes from City Centre",Entire apartment,Aberdeen,7.7,Good,2,0,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
"Southgrove View, Family Holiday Cottage",Entire holiday home,Ventnor,9.1,Superb,3,0,0,50.594976,-1.2029747,,England,United Kingdom
Utopia Apartment by MGroupSA,Entire apartment,Swansea,8.8,Fabulous,2,0,0,51.6195955,-3.9459248,Swansea,Cymru / Wales,United Kingdom
Beachcliffe Lodge Apartments,Entire apartment,"North Shore, Blackpool",9.0,Superb,4,0,0,53.8264674,-3.0537029,,England,United Kingdom
"Pass the Keys STUNNING 2 BED APARTMENT, FISTRAL BEACH, NEWQUAY",Entire apartment,Newquay,,Exceptional,3,0,0,50.4134414,-5.0848836,,England,United Kingdom
Looe with a View - Entire apartment with FREE allocated parking,Entire apartment,Looe,9.4,Superb,4,0,0,50.3511715,-4.4542496,,England,United Kingdom
2 Bedroom Apartment Close to Beach & Town Centre,Entire apartment,Southend-on-Sea,9.0,Superb,4,0,0,51.5388241,0.7128137,Southend-on-Sea,England,United Kingdom
Bexhill Sea View Flat 3,Entire apartment,Bexhill,8.9,Fabulous,3,0,0,50.8424384,0.4675723,Rother,England,United Kingdom
"The Cwtch, Log Fire, Sleeps 5, Nr Zip World Tower & bike Park Wales",Entire holiday home,Aberdare,9.1,Superb,3,0,0,51.713353,-3.445555,,Cymru / Wales,United Kingdom
King Street Penthouse - 2 Bed,Entire apartment,Great Yarmouth,8.8,Fabulous,3,0,0,52.6071742,1.7314845,,England,United Kingdom
Eastend Apartments,Entire apartment,"Newham, London",9.0,Superb,1,0,0,51.5300157,0.029309078788513746,London,England,United Kingdom
Anchor Cottage,Entire holiday home,East Cowes,8.9,Fabulous,2,0,0,50.7594841,-1.2852106,,England,United Kingdom
Coombe Cottage,Entire holiday home,Honiton,9.3,Superb,2,0,0,50.7981119,-3.1924599,East Devon,England,United Kingdom
The Old Brewery House - By My Getaways - Free Parking,Entire holiday home,"Kemptown, Brighton & Hove",8.1,Very good,5,0,0,50.8192795,-0.1231562,Brighton,England,United Kingdom
"Blenheim, Padstow",Entire holiday home,Padstow,9.1,Superb,4,0,0,50.5403819,-4.9369874,,England,United Kingdom
Host & Stay - Surf & Sand,Entire apartment,Whitby,9.1,Superb,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Ivy Apartments by CityNest,Entire apartment,"Blackpool Centre, Blackpool",7.4,Good,3,0,0,53.79976295,-3.042623393215248,,England,United Kingdom
Bexhill Luxury Sea Stay Flat 2,Entire apartment,Bexhill,9.8,Exceptional,3,0,0,50.8424384,0.4675723,Rother,England,United Kingdom
Utopia#2 Luxury City Centre Apartment by MGroupSA,Entire apartment,Swansea,9.0,Superb,2,0,0,51.6195955,-3.9459248,Swansea,Cymru / Wales,United Kingdom
